b'S NO.',b'DISTRICT',b'STATION',b'DATE(YYYY-MM-DD)',b'TIME (UTC)',b'RAIN FALL CUM. SINCE 0300 UTC (mm)',"b""TEMP. ('C)""","b""TEMP DAY MIN. ('C)""","b""TEMP DAY MAX. ('C)""",b'RH (%)',b'RH DAY MIN MAX (%)',b'WIND DIR 10 m (Deg)',b'WIND SPEED 10 m (Kt)',b'WIND SPEED MAX / GUST 10 m (Kt)',b'WIND DIR 3 m (Deg)',b'WIND SPEED 3 m (Kt)',b'WIND SPEED MAX / GUST 3 m (Kt)',b'SLP (hPa)',b'MSLP (hPa / gpm)',b'SUN SHINE (HH.MM)',"b""SOIL TEMP 10 cm ('C)""",b'SOIL MOIS 10 cm (m3 / m3)',"b""SOIL TEMP 30 cm ('C)""",b'SOIL MOIS 30 cm (m3 / m3)',"b""SOIL TEMP 70 cm ('C)""",b'SOIL MOIS 70 cm (m3 / m3)',"b""SOIL TEMP 100 cm ('C)""",b'SOIL MOIS 100 cm (m3 / m3)',b'GLOBAL RAD IATION (v / m2)',b'PAR (micro - mole / m2s)',b'BATTERY (Volts)',b'GPS'
b'2',b'KALAMPUR',b'DHAMRAAI',b'2020-09-01',b'08:00:00',b'0',b'27.1',b'',b'',b'',b'',b'265',b'3',b'',b'',b'',b'',b'1006.4',b'1007.7',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.6',b'L'
b'3',b'KALAMPUR',b'DHAMRAAI',b'2020-09-01',b'09:00:00',b'1',b'26.2',b'',b'',b'',b'',b'329',b'1',b'',b'',b'',b'',b'1006.3',b'1007.6',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.4',b'L'
b'4',b'KALAMPUR',b'DHAMRAAI',b'2020-09-01',b'10:00:00',b'1',b'26.1',b'',b'',b'',b'',b'312',b'1',b'',b'',b'',b'',b'1005.7',b'1007.0',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.4',b'L'
b'5',b'KALAMPUR',b'DHAMRAAI',b'2020-09-02',b'09:00:00',b'0',b'32.0',b'',b'',b'',b'',b'151',b'1',b'',b'',b'',b'',b'1007.3',b'1008.5',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.9',b'L'
b'6',b'KALAMPUR',b'DHAMRAAI',b'2020-09-02',b'11:00:00',b'0',b'30.3',b'',b'',b'',b'',b'232',b'2',b'',b'',b'',b'',b'1007.3',b'1008.6',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.7',b'L'
b'7',b'KALAMPUR',b'DHAMRAAI',b'2020-09-02',b'12:00:00',b'0',b'29.8',b'',b'',b'',b'',b'220',b'1',b'',b'',b'',b'',b'1007.5',b'1008.8',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.9',b'L'
b'8',b'KALAMPUR',b'DHAMRAAI',b'2020-09-02',b'13:00:00',b'0',b'29.2',b'',b'',b'',b'',b'218',b'2',b'',b'',b'',b'',b'1008.1',b'1009.4',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.5',b'L'
b'9',b'KALAMPUR',b'DHAMRAAI',b'2020-09-03',b'08:00:00',b'0',b'33.2',b'',b'',b'',b'',b'159',b'1',b'',b'',b'',b'',b'1009.4',b'1010.6',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'15.2',b'L'
b'10',b'KALAMPUR',b'DHAMRAAI',b'2020-09-03',b'09:00:00',b'0',b'33.9',b'',b'',b'',b'',b'196',b'1',b'',b'',b'',b'',b'1008.4',b'1009.6',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'15.2',b'L'
b'11',b'KALAMPUR',b'DHAMRAAI',b'2020-09-03',b'10:00:00',b'0',b'34.2',b'',b'',b'',b'',b'198',b'0',b'',b'',b'',b'',b'1007.4',b'1008.6',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'15.2',b'L'
b'12',b'KALAMPUR',b'DHAMRAAI',b'2020-09-03',b'11:00:00',b'0',b'34.3',b'',b'',b'',b'',b'243',b'1',b'',b'',b'',b'',b'1007.0',b'1008.2',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.7',b'L'
b'13',b'KALAMPUR',b'DHAMRAAI',b'2020-09-03',b'12:00:00',b'0',b'32.5',b'',b'',b'',b'',b'262',b'2',b'',b'',b'',b'',b'1007.3',b'1008.5',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.3',b'L'
