b'S NO.',b'DISTRICT',b'STATION',b'DATE(YYYY-MM-DD)',b'TIME (UTC)',b'RAIN FALL CUM. SINCE 0300 UTC (mm)',"b""TEMP. ('C)""","b""TEMP DAY MIN. ('C)""","b""TEMP DAY MAX. ('C)""",b'RH (%)',b'RH DAY MIN MAX (%)',b'WIND DIR 10 m (Deg)',b'WIND SPEED 10 m (Kt)',b'WIND SPEED MAX / GUST 10 m (Kt)',b'WIND DIR 3 m (Deg)',b'WIND SPEED 3 m (Kt)',b'WIND SPEED MAX / GUST 3 m (Kt)',b'SLP (hPa)',b'MSLP (hPa / gpm)',b'SUN SHINE (HH.MM)',"b""SOIL TEMP 10 cm ('C)""",b'SOIL MOIS 10 cm (m3 / m3)',"b""SOIL TEMP 30 cm ('C)""",b'SOIL MOIS 30 cm (m3 / m3)',"b""SOIL TEMP 70 cm ('C)""",b'SOIL MOIS 70 cm (m3 / m3)',"b""SOIL TEMP 100 cm ('C)""",b'SOIL MOIS 100 cm (m3 / m3)',b'GLOBAL RAD IATION (v / m2)',b'PAR (micro - mole / m2s)',b'BATTERY (Volts)',b'GPS'
b'2',b'GASA',b'GASA',b'2021-12-01',b'06:00:00',b'0.0',b'10.8',b'',b'',b'',b'',b'158',b'6',b'',b'',b'',b'',b'721.6',b'2610.3',b'04.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'3',b'GASA',b'GASA',b'2021-12-01',b'07:00:00',b'0.0',b'11.3',b'',b'',b'',b'',b'246',b'4',b'',b'',b'',b'',b'720.5',b'2597.0',b'05.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.2',b'L'
b'4',b'GASA',b'GASA',b'2021-12-01',b'08:00:00',b'0.0',b'12.2',b'',b'',b'',b'',b'158',b'4',b'',b'',b'',b'',b'719.7',b'2574.4',b'06.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.2',b'L'
b'5',b'GASA',b'GASA',b'2021-12-01',b'09:00:00',b'0.0',b'12.2',b'',b'',b'',b'',b'170',b'4',b'',b'',b'',b'',b'718.9',b'2573.3',b'07.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.2',b'L'
b'6',b'GASA',b'GASA',b'2021-12-01',b'10:00:00',b'0.0',b'11.2',b'',b'',b'',b'',b'227',b'3',b'',b'',b'',b'',b'718.9',b'2597.4',b'08.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.5',b'L'
b'7',b'GASA',b'GASA',b'2021-12-21',b'06:00:00',b'0.0',b'6.9',b'',b'',b'',b'',b'293',b'4',b'',b'',b'',b'',b'717.8',b'2700.3',b'04.01',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'8',b'GASA',b'GASA',b'2021-12-21',b'07:00:00',b'0.0',b'8.4',b'',b'',b'',b'',b'202',b'7',b'',b'',b'',b'',b'716.8',b'2663.1',b'05.01',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'9',b'GASA',b'GASA',b'2021-12-21',b'08:00:00',b'0.0',b'9.6',b'',b'',b'',b'',b'182',b'6',b'',b'',b'',b'',b'716.1',b'2633.1',b'06.01',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'10',b'GASA',b'GASA',b'2021-12-21',b'09:00:00',b'0.0',b'8.3',b'',b'',b'',b'',b'241',b'3',b'',b'',b'',b'',b'715.8',b'2664.6',b'07.01',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'11',b'GASA',b'GASA',b'2021-12-22',b'05:00:00',b'0.0',b'4.2',b'',b'',b'',b'',b'191',b'1',b'',b'',b'',b'',b'716.6',b'2765.3',b'02.07',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.9',b'L'
b'12',b'GASA',b'GASA',b'2021-12-22',b'08:00:00',b'0.0',b'6.1',b'',b'',b'',b'',b'168',b'9',b'',b'',b'',b'',b'714.2',b'2717.3',b'05.07',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'13',b'GASA',b'GASA',b'2021-12-23',b'06:00:00',b'0.0',b'7.7',b'',b'',b'',b'',b'155',b'2',b'',b'',b'',b'',b'715.0',b'2678.6',b'04.05',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'14',b'GASA',b'GASA',b'2021-12-23',b'07:00:00',b'0.0',b'6.2',b'',b'',b'',b'',b'195',b'6',b'',b'',b'',b'',b'714.1',b'2714.8',b'05.05',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'15',b'GASA',b'GASA',b'2021-12-23',b'08:00:00',b'0.0',b'6.7',b'',b'',b'',b'',b'218',b'6',b'',b'',b'',b'',b'713.8',b'2702.2',b'06.05',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'16',b'GASA',b'GASA',b'2021-12-23',b'09:00:00',b'0.0',b'6.8',b'',b'',b'',b'',b'223',b'7',b'',b'',b'',b'',b'713.6',b'2699.6',b'07.05',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'17',b'GASA',b'GASA',b'2021-12-23',b'10:00:00',b'0.0',b'5.5',b'',b'',b'',b'',b'241',b'3',b'',b'',b'',b'',b'714.0',b'2732.0',b'08.05',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.7',b'L'
b'18',b'GASA',b'GASA',b'2021-12-23',b'11:00:00',b'0.0',b'3.7',b'',b'',b'',b'',b'186',b'5',b'',b'',b'',b'',b'714.9',b'2776.7',b'08.14',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.4',b'L'
b'19',b'GASA',b'GASA',b'2021-12-24',b'05:00:00',b'0.0',b'5.3',b'',b'',b'',b'',b'130',b'4',b'',b'',b'',b'',b'717.1',b'2738.7',b'03.04',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.9',b'L'
