b'S NO.',b'DISTRICT',b'STATION',b'DATE(YYYY-MM-DD)',b'TIME (UTC)',b'RAIN FALL CUM. SINCE 0300 UTC (mm)',"b""TEMP. ('C)""","b""TEMP DAY MIN. ('C)""","b""TEMP DAY MAX. ('C)""",b'RH (%)',b'RH DAY MIN MAX (%)',b'WIND DIR 10 m (Deg)',b'WIND SPEED 10 m (Kt)',b'WIND SPEED MAX / GUST 10 m (Kt)',b'WIND DIR 3 m (Deg)',b'WIND SPEED 3 m (Kt)',b'WIND SPEED MAX / GUST 3 m (Kt)',b'SLP (hPa)',b'MSLP (hPa / gpm)',b'SUN SHINE (HH.MM)',"b""SOIL TEMP 10 cm ('C)""",b'SOIL MOIS 10 cm (m3 / m3)',"b""SOIL TEMP 30 cm ('C)""",b'SOIL MOIS 30 cm (m3 / m3)',"b""SOIL TEMP 70 cm ('C)""",b'SOIL MOIS 70 cm (m3 / m3)',"b""SOIL TEMP 100 cm ('C)""",b'SOIL MOIS 100 cm (m3 / m3)',b'GLOBAL RAD IATION (v / m2)',b'PAR (micro - mole / m2s)',b'BATTERY (Volts)',b'GPS'
b'2',b'NORTH_SIKKIM',b'MANGAN',b'2021-09-01',b'06:00:00',b'1.0',b'26.4',b'',b'',b'99',b'',b'188',b'2',b'',b'',b'',b'',b'879.1',b'952.7',b'03.58',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.6',b'L'
b'3',b'NORTH_SIKKIM',b'MANGAN',b'2021-09-01',b'15:00:00',b'1.0',b'21.6',b'',b'',b'99',b'',b'167',b'1',b'',b'',b'',b'',b'879.0',b'995.8',b'07.56',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.4',b'L'
b'4',b'NORTH_SIKKIM',b'MANGAN',b'2021-09-02',b'09:00:00',b'5.0',b'23.6',b'',b'',b'99',b'',b'234',b'1',b'',b'',b'',b'',b'876.6',b'973.1',b'03.26',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.0',b'L'
b'5',b'NORTH_SIKKIM',b'MANGAN',b'2021-09-02',b'10:00:00',b'5.0',b'26.7',b'',b'',b'99',b'',b'222',b'3',b'',b'',b'',b'',b'875.7',b'942.6',b'04.26',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.6',b'L'
b'6',b'NORTH_SIKKIM',b'MANGAN',b'2021-09-02',b'11:00:00',b'5.0',b'23.7',b'',b'',b'99',b'',b'133',b'1',b'',b'',b'',b'',b'875.9',b'970.8',b'05.17',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.0',b'L'
b'7',b'NORTH_SIKKIM',b'MANGAN',b'2021-09-03',b'04:00:00',b'0.0',b'22.4',b'',b'',b'99',b'',b'277',b'2',b'',b'',b'',b'',b'878.5',b'987.6',b'01.26',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.7',b'L'
b'8',b'NORTH_SIKKIM',b'MANGAN',b'2021-09-03',b'22:00:00',b'12.0',b'20.4',b'',b'',b'99',b'',b'359',b'0',b'',b'',b'',b'',b'876.1',b'1001.7',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.2',b'L'
b'9',b'NORTH_SIKKIM',b'MANGAN',b'2021-09-04',b'02:00:00',b'12.0',b'21.2',b'',b'',b'99',b'',b'043',b'2',b'',b'',b'',b'',b'877.2',b'996.2',b'00.40',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.4',b'L'
b'10',b'NORTH_SIKKIM',b'MANGAN',b'2021-09-04',b'03:00:00',b'12.0',b'25.3',b'',b'',b'99',b'',b'302',b'1',b'',b'',b'',b'',b'876.7',b'957.6',b'01.40',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'11',b'NORTH_SIKKIM',b'MANGAN',b'2021-09-04',b'06:00:00',b'0.0',b'29.0',b'',b'',b'99',b'',b'192',b'2',b'',b'',b'',b'',b'875.1',b'919.8',b'04.40',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'15.2',b'L'
