b'S NO.',b'DISTRICT',b'STATION',b'DATE(YYYY-MM-DD)',b'TIME (UTC)',b'RAIN FALL CUM. SINCE 0300 UTC (mm)',"b""TEMP. ('C)""","b""TEMP DAY MIN. ('C)""","b""TEMP DAY MAX. ('C)""",b'RH (%)',b'RH DAY MIN MAX (%)',b'WIND DIR 10 m (Deg)',b'WIND SPEED 10 m (Kt)',b'WIND SPEED MAX / GUST 10 m (Kt)',b'WIND DIR 3 m (Deg)',b'WIND SPEED 3 m (Kt)',b'WIND SPEED MAX / GUST 3 m (Kt)',b'SLP (hPa)',b'MSLP (hPa / gpm)',b'SUN SHINE (HH.MM)',"b""SOIL TEMP 10 cm ('C)""",b'SOIL MOIS 10 cm (m3 / m3)',"b""SOIL TEMP 30 cm ('C)""",b'SOIL MOIS 30 cm (m3 / m3)',"b""SOIL TEMP 70 cm ('C)""",b'SOIL MOIS 70 cm (m3 / m3)',"b""SOIL TEMP 100 cm ('C)""",b'SOIL MOIS 100 cm (m3 / m3)',b'GLOBAL RAD IATION (v / m2)',b'PAR (micro - mole / m2s)',b'BATTERY (Volts)',b'GPS'
b'2',b'COMILLA',b'NANGOLKOT',b'2020-08-12',b'05:00:00',b'0',b'28.4',b'',b'',b'',b'',b'165',b'5',b'',b'',b'',b'',b'1005.2',b'1006.4',b'01.45',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.0',b'L'
b'3',b'COMILLA',b'NANGOLKOT',b'2020-08-12',b'06:00:00',b'0',b'29.5',b'',b'',b'',b'',b'156',b'4',b'',b'',b'',b'',b'1004.5',b'1005.7',b'02.10',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.5',b'L'
b'4',b'COMILLA',b'NANGOLKOT',b'2020-08-13',b'05:00:00',b'0',b'31.6',b'',b'',b'',b'',b'019',b'1',b'',b'',b'',b'',b'1003.2',b'1004.4',b'02.32',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.5',b'L'
b'5',b'COMILLA',b'NANGOLKOT',b'2020-08-14',b'07:00:00',b'0',b'30.7',b'',b'',b'',b'',b'187',b'1',b'',b'',b'',b'',b'999.7',b'1000.9',b'03.30',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.1',b'L'
b'6',b'COMILLA',b'NANGOLKOT',b'2020-08-15',b'04:00:00',b'0',b'28.2',b'',b'',b'',b'',b'150',b'6',b'',b'',b'',b'',b'1001.1',b'1002.3',b'11.09',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.1',b'L'
b'7',b'COMILLA',b'NANGOLKOT',b'2020-08-15',b'05:00:00',b'367',b'27.6',b'',b'',b'1',b'',b'142',b'5',b'',b'',b'',b'',b'1001.1',b'1002.3',b'01.20',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.9',b'L'
b'8',b'COMILLA',b'NANGOLKOT',b'2020-08-15',b'06:00:00',b'0',b'28.5',b'',b'',b'',b'',b'151',b'7',b'',b'',b'',b'',b'1000.4',b'1001.6',b'01.50',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.2',b'L'
b'9',b'COMILLA',b'NANGOLKOT',b'2020-08-15',b'07:00:00',b'0',b'28.3',b'',b'',b'',b'',b'168',b'5',b'',b'',b'',b'',b'1000.2',b'1001.4',b'02.01',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.9',b'L'
b'10',b'COMILLA',b'NANGOLKOT',b'2020-08-15',b'08:00:00',b'',b'29.0',b'',b'',b'',b'',b'159',b'9',b'',b'',b'',b'',b'1000.0',b'1001.2',b'15.07',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.4',b'L'
b'11',b'COMILLA',b'NANGOLKOT',b'2020-08-15',b'09:00:00',b'0',b'29.4',b'',b'',b'',b'',b'163',b'8',b'',b'',b'',b'',b'999.5',b'1000.7',b'03.39',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.5',b'L'
