b'S NO.',b'DISTRICT',b'STATION',b'DATE(YYYY-MM-DD)',b'TIME (UTC)',b'RAIN FALL CUM. SINCE 0300 UTC (mm)',"b""TEMP. ('C)""","b""TEMP DAY MIN. ('C)""","b""TEMP DAY MAX. ('C)""",b'RH (%)',b'RH DAY MIN MAX (%)',b'WIND DIR 10 m (Deg)',b'WIND SPEED 10 m (Kt)',b'WIND SPEED MAX / GUST 10 m (Kt)',b'WIND DIR 3 m (Deg)',b'WIND SPEED 3 m (Kt)',b'WIND SPEED MAX / GUST 3 m (Kt)',b'SLP (hPa)',b'MSLP (hPa / gpm)',b'SUN SHINE (HH.MM)',"b""SOIL TEMP 10 cm ('C)""",b'SOIL MOIS 10 cm (m3 / m3)',"b""SOIL TEMP 30 cm ('C)""",b'SOIL MOIS 30 cm (m3 / m3)',"b""SOIL TEMP 70 cm ('C)""",b'SOIL MOIS 70 cm (m3 / m3)',"b""SOIL TEMP 100 cm ('C)""",b'SOIL MOIS 100 cm (m3 / m3)',b'GLOBAL RAD IATION (v / m2)',b'PAR (micro - mole / m2s)',b'BATTERY (Volts)',b'GPS'
b'2',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'02:00:00',b'134.0',b'11.2',b'',b'',b'3',b'',b'359',b'0',b'',b'',b'',b'',b'1011.9',b'1023.4',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.5',b'L'
b'3',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'03:00:00',b'412.0',b'9.9',b'',b'',b'1',b'',b'212',b'1',b'',b'',b'',b'',b'1012.7',b'1024.2',b'00.46',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.8',b'L'
b'4',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'04:00:00',b'24.0',b'9.6',b'',b'',b'',b'',b'217',b'1',b'',b'',b'',b'',b'1012.8',b'1024.3',b'01.46',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'5',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'05:00:00',b'75.0',b'10.9',b'',b'',b'',b'',b'224',b'2',b'',b'',b'',b'',b'1012.3',b'1023.8',b'02.46',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.2',b'L'
b'6',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'06:00:00',b'77.0',b'13.7',b'',b'',b'',b'',b'214',b'2',b'',b'',b'',b'',b'1011.4',b'1022.8',b'03.46',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.3',b'L'
b'7',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'07:00:00',b'111.0',b'16.5',b'',b'',b'1',b'',b'225',b'3',b'',b'',b'',b'',b'1010.2',b'1021.4',b'04.46',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.5',b'L'
b'8',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'08:00:00',b'142.0',b'19.6',b'',b'',b'',b'',b'224',b'2',b'',b'',b'',b'',b'1009.5',b'1020.6',b'05.46',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.6',b'L'
b'9',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'09:00:00',b'195.0',b'22.6',b'',b'',b'',b'',b'198',b'2',b'',b'',b'',b'',b'1008.9',b'1019.9',b'06.46',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.5',b'L'
b'10',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'10:00:00',b'403.0',b'24.2',b'',b'',b'',b'',b'359',b'0',b'',b'',b'',b'',b'1008.6',b'1019.5',b'07.46',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.9',b'L'
b'11',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'11:00:00',b'',b'24.9',b'',b'',b'1',b'',b'339',b'1',b'',b'',b'',b'',b'1008.7',b'1019.6',b'07.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.2',b'L'
b'12',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'12:00:00',b'388.0',b'23.5',b'',b'25.3',b'2',b'',b'359',b'0',b'',b'',b'',b'',b'1008.8',b'1019.8',b'07.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.5',b'L'
b'13',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'13:00:00',b'587.0',b'22.4',b'',b'',b'3',b'',b'359',b'0',b'',b'',b'',b'',b'1009.6',b'1020.6',b'07.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.4',b'L'
b'14',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'14:00:00',b'320.0',b'21.3',b'',b'',b'3',b'',b'029',b'1',b'',b'',b'',b'',b'1010.4',b'1021.5',b'07.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.3',b'L'
b'15',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'15:00:00',b'',b'20.8',b'',b'',b'2',b'',b'069',b'1',b'',b'',b'',b'',b'1011.0',b'1022.1',b'07.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.2',b'L'
b'16',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'16:00:00',b'679.0',b'20.2',b'',b'',b'2',b'',b'359',b'0',b'',b'',b'',b'',b'1011.7',b'1022.8',b'07.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.1',b'L'
b'17',b'SUNSARI',b'JHUMKA',b'2021-11-01',b'18:00:00',b'',b'18.7',b'',b'',b'2',b'',b'010',b'2',b'',b'',b'',b'',b'1011.4',b'1022.6',b'07.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.1',b'L'
b'18',b'SUNSARI',b'JHUMKA',b'2021-11-02',b'00:00:00',b'742.0',b'15.1',b'',b'',b'1',b'',b'359',b'0',b'',b'',b'',b'',b'1010.9',b'1022.2',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.9',b'L'
b'19',b'SUNSARI',b'JHUMKA',b'2021-11-02',b'01:00:00',b'',b'14.7',b'',b'',b'1',b'',b'359',b'0',b'',b'',b'',b'',b'1012.0',b'1023.3',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.0',b'L'
b'20',b'SUNSARI',b'JHUMKA',b'2021-11-02',b'02:00:00',b'665.0',b'13.5',b'',b'',b'1',b'',b'229',b'1',b'',b'',b'',b'',b'1012.9',b'1024.3',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.5',b'L'
