b'S NO.',b'DISTRICT',b'STATION',b'DATE(YYYY-MM-DD)',b'TIME (UTC)',b'RAIN FALL CUM. SINCE 0300 UTC (mm)',"b""TEMP. ('C)""","b""TEMP DAY MIN. ('C)""","b""TEMP DAY MAX. ('C)""",b'RH (%)',b'RH DAY MIN MAX (%)',b'WIND DIR 10 m (Deg)',b'WIND SPEED 10 m (Kt)',b'WIND SPEED MAX / GUST 10 m (Kt)',b'WIND DIR 3 m (Deg)',b'WIND SPEED 3 m (Kt)',b'WIND SPEED MAX / GUST 3 m (Kt)',b'SLP (hPa)',b'MSLP (hPa / gpm)',b'SUN SHINE (HH.MM)',"b""SOIL TEMP 10 cm ('C)""",b'SOIL MOIS 10 cm (m3 / m3)',"b""SOIL TEMP 30 cm ('C)""",b'SOIL MOIS 30 cm (m3 / m3)',"b""SOIL TEMP 70 cm ('C)""",b'SOIL MOIS 70 cm (m3 / m3)',"b""SOIL TEMP 100 cm ('C)""",b'SOIL MOIS 100 cm (m3 / m3)',b'GLOBAL RAD IATION (v / m2)',b'PAR (micro - mole / m2s)',b'BATTERY (Volts)',b'GPS'
b'2',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'05:00:00',b'0.0',b'22.2',b'',b'',b'95',b'',b'207',b'3',b'',b'',b'',b'',b'947.8',b'1010.2',b'03.36',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.6',b'L'
b'3',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'06:00:00',b'0.0',b'24.5',b'',b'',b'84',b'',b'136',b'5',b'',b'',b'',b'',b'946.6',b'1008.4',b'04.36',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.6',b'L'
b'4',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'07:00:00',b'0.0',b'25.4',b'',b'',b'68',b'',b'127',b'6',b'',b'',b'',b'',b'945.6',b'1007.1',b'05.36',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.9',b'L'
b'5',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'08:00:00',b'0.0',b'27.8',b'',b'',b'59',b'',b'143',b'5',b'',b'',b'',b'',b'944.3',b'1005.2',b'06.36',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'6',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'09:00:00',b'0.0',b'25.4',b'',b'',b'56',b'',b'141',b'6',b'',b'',b'',b'',b'943.5',b'1004.9',b'07.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.9',b'L'
b'7',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'10:00:00',b'1.0',b'19.8',b'',b'',b'65',b'',b'331',b'8',b'',b'',b'',b'',b'945.7',b'1008.4',b'07.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.0',b'L'
b'8',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'11:00:00',b'4.0',b'17.1',b'',b'',b'73',b'',b'049',b'2',b'',b'',b'',b'',b'947.2',b'1010.6',b'07.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.9',b'L'
b'9',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'12:00:00',b'7.0',b'16.8',b'',b'',b'79',b'',b'120',b'2',b'',b'',b'',b'',b'947.0',b'1010.5',b'07.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.9',b'L'
b'10',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'13:00:00',b'7.0',b'17.0',b'',b'',b'83',b'',b'212',b'2',b'',b'',b'',b'',b'946.8',b'1010.2',b'07.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.8',b'L'
b'11',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'14:00:00',b'7.0',b'16.8',b'',b'',b'86',b'',b'027',b'2',b'',b'',b'',b'',b'946.8',b'1010.3',b'07.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.8',b'L'
b'12',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'15:00:00',b'7.0',b'16.8',b'',b'',b'88',b'',b'204',b'2',b'',b'',b'',b'',b'947.1',b'1010.6',b'07.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.8',b'L'
b'13',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'16:00:00',b'7.0',b'16.5',b'',b'',b'90',b'',b'214',b'2',b'',b'',b'',b'',b'947.2',b'1010.8',b'07.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.7',b'L'
b'14',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'17:00:00',b'7.0',b'16.2',b'',b'',b'91',b'',b'120',b'1',b'',b'',b'',b'',b'946.9',b'1010.5',b'07.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.7',b'L'
b'15',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'18:00:00',b'7.0',b'16.0',b'',b'',b'93',b'',b'026',b'1',b'',b'',b'',b'',b'947.0',b'1010.7',b'07.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.7',b'L'
b'16',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'19:00:00',b'7.0',b'15.8',b'',b'',b'94',b'',b'035',b'1',b'',b'',b'',b'',b'946.9',b'1010.6',b'07.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.7',b'L'
b'17',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'20:00:00',b'7.0',b'15.3',b'',b'',b'94',b'',b'083',b'2',b'',b'',b'',b'',b'946.4',b'1010.2',b'07.19',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.7',b'L'
b'18',b'NUWAKOT',b'TRISHULI',b'2023-04-01',b'21:00:00',b'7.0',b'15.1',b'',b'',b'95',b'',b'047',b'1',b'',b'',b'',b'',b'945.9',b'1009.7',b'00.00',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.6',b'L'
