b'S NO.',b'DISTRICT',b'STATION',b'DATE(YYYY-MM-DD)',b'TIME (UTC)',b'RAIN FALL CUM. SINCE 0300 UTC (mm)',"b""TEMP. ('C)""","b""TEMP DAY MIN. ('C)""","b""TEMP DAY MAX. ('C)""",b'RH (%)',b'RH DAY MIN MAX (%)',b'WIND DIR 10 m (Deg)',b'WIND SPEED 10 m (Kt)',b'WIND SPEED MAX / GUST 10 m (Kt)',b'WIND DIR 3 m (Deg)',b'WIND SPEED 3 m (Kt)',b'WIND SPEED MAX / GUST 3 m (Kt)',b'SLP (hPa)',b'MSLP (hPa / gpm)',b'SUN SHINE (HH.MM)',"b""SOIL TEMP 10 cm ('C)""",b'SOIL MOIS 10 cm (m3 / m3)',"b""SOIL TEMP 30 cm ('C)""",b'SOIL MOIS 30 cm (m3 / m3)',"b""SOIL TEMP 70 cm ('C)""",b'SOIL MOIS 70 cm (m3 / m3)',"b""SOIL TEMP 100 cm ('C)""",b'SOIL MOIS 100 cm (m3 / m3)',b'GLOBAL RAD IATION (v / m2)',b'PAR (micro - mole / m2s)',b'BATTERY (Volts)',b'GPS'
b'2',b'DIMAPUR',b'JHARNAPANI_AMFU',b'2020-02-01',b'02:00:00',b'0',b'12.5',b'',b'',b'99',b'',b'179',b'1',b'',b'',b'',b'',b'983.0',b'1018.0',b'00.00',b'',b'5',b'',b'',b'',b'',b'',b'',b'',b'',b'12.3',b'L'
b'3',b'DIMAPUR',b'JHARNAPANI_AMFU',b'2020-02-01',b'03:00:00',b'0',b'13.1',b'',b'',b'99',b'',b'159',b'2',b'',b'',b'',b'',b'983.4',b'1018.3',b'00.00',b'',b'5',b'',b'',b'',b'',b'',b'',b'',b'',b'12.8',b'L'
b'4',b'DIMAPUR',b'JHARNAPANI_AMFU',b'2020-02-01',b'04:00:00',b'0',b'14.9',b'',b'',b'99',b'',b'164',b'2',b'',b'',b'',b'',b'983.6',b'1018.3',b'00.39',b'',b'6',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'5',b'DIMAPUR',b'JHARNAPANI_AMFU',b'2020-02-01',b'05:00:00',b'0',b'19.3',b'',b'',b'99',b'',b'312',b'2',b'',b'',b'',b'',b'982.9',b'1017.0',b'01.39',b'',b'7',b'',b'',b'',b'',b'',b'',b'',b'',b'14.5',b'L'
b'6',b'DIMAPUR',b'JHARNAPANI_AMFU',b'2020-02-01',b'06:00:00',b'0',b'21.2',b'',b'',b'99',b'',b'281',b'4',b'',b'',b'',b'',b'982.0',b'1015.9',b'02.39',b'',b'8',b'',b'',b'',b'',b'',b'',b'',b'',b'14.7',b'L'
b'7',b'DIMAPUR',b'JHARNAPANI_AMFU',b'2020-02-01',b'07:00:00',b'0',b'21.5',b'',b'',b'99',b'',b'226',b'4',b'',b'',b'',b'',b'980.8',b'1014.6',b'03.39',b'',b'9',b'',b'',b'',b'',b'',b'',b'',b'',b'14.7',b'L'
b'8',b'DIMAPUR',b'JHARNAPANI_AMFU',b'2020-02-01',b'08:00:00',b'0',b'21.7',b'',b'',b'99',b'',b'316',b'4',b'',b'',b'',b'',b'980.1',b'1013.9',b'04.39',b'',b'8',b'',b'',b'',b'',b'',b'',b'',b'',b'14.7',b'L'
b'9',b'DIMAPUR',b'JHARNAPANI_AMFU',b'2020-02-01',b'09:00:00',b'0',b'22.0',b'',b'',b'99',b'',b'314',b'3',b'',b'',b'',b'',b'979.5',b'1013.2',b'05.39',b'',b'7',b'',b'',b'',b'',b'',b'',b'',b'',b'14.6',b'L'
b'10',b'DIMAPUR',b'JHARNAPANI_AMFU',b'2020-02-01',b'10:00:00',b'0',b'21.5',b'',b'',b'99',b'',b'221',b'3',b'',b'',b'',b'',b'979.5',b'1013.3',b'05.53',b'',b'7',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'11',b'DIMAPUR',b'JHARNAPANI_AMFU',b'2020-02-01',b'11:00:00',b'0',b'19.1',b'',b'',b'99',b'',b'033',b'2',b'',b'',b'',b'',b'979.5',b'1013.5',b'05.53',b'',b'6',b'',b'',b'',b'',b'',b'',b'',b'',b'13.4',b'L'
