b'S NO.',b'DISTRICT',b'STATION',b'DATE(YYYY-MM-DD)',b'TIME (UTC)',b'RAIN FALL CUM. SINCE 0300 UTC (mm)',"b""TEMP. ('C)""","b""TEMP DAY MIN. ('C)""","b""TEMP DAY MAX. ('C)""",b'RH (%)',b'RH DAY MIN MAX (%)',b'WIND DIR 10 m (Deg)',b'WIND SPEED 10 m (Kt)',b'WIND SPEED MAX / GUST 10 m (Kt)',b'WIND DIR 3 m (Deg)',b'WIND SPEED 3 m (Kt)',b'WIND SPEED MAX / GUST 3 m (Kt)',b'SLP (hPa)',b'MSLP (hPa / gpm)',b'SUN SHINE (HH.MM)',"b""SOIL TEMP 10 cm ('C)""",b'SOIL MOIS 10 cm (m3 / m3)',"b""SOIL TEMP 30 cm ('C)""",b'SOIL MOIS 30 cm (m3 / m3)',"b""SOIL TEMP 70 cm ('C)""",b'SOIL MOIS 70 cm (m3 / m3)',"b""SOIL TEMP 100 cm ('C)""",b'SOIL MOIS 100 cm (m3 / m3)',b'GLOBAL RAD IATION (v / m2)',b'PAR (micro - mole / m2s)',b'BATTERY (Volts)',b'GPS'
b'2',b'NUWAKOT',b'TRISHULI',b'2023-02-01',b'04:00:00',b'0.0',b'14.9',b'',b'',b'95',b'',b'065',b'1',b'',b'',b'',b'',b'952.3',b'1016.6',b'01.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'3',b'NUWAKOT',b'TRISHULI',b'2023-02-01',b'05:00:00',b'0.0',b'17.5',b'',b'',b'95',b'',b'121',b'3',b'',b'',b'',b'',b'951.4',b'1015.0',b'02.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.3',b'L'
b'4',b'NUWAKOT',b'TRISHULI',b'2023-02-01',b'06:00:00',b'0.0',b'20.2',b'',b'',b'91',b'',b'152',b'1',b'',b'',b'',b'',b'950.0',b'1012.9',b'03.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.5',b'L'
b'5',b'NUWAKOT',b'TRISHULI',b'2023-02-01',b'07:00:00',b'0.0',b'23.0',b'',b'',b'76',b'',b'206',b'4',b'',b'',b'',b'',b'948.6',b'1010.8',b'04.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.5',b'L'
b'6',b'NUWAKOT',b'TRISHULI',b'2023-02-01',b'08:00:00',b'0.0',b'25.4',b'',b'',b'58',b'',b'164',b'3',b'',b'',b'',b'',b'947.0',b'1008.6',b'05.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.4',b'L'
b'7',b'NUWAKOT',b'TRISHULI',b'2023-02-01',b'09:00:00',b'0.0',b'26.4',b'',b'',b'47',b'',b'140',b'6',b'',b'',b'',b'',b'945.7',b'1007.0',b'06.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.2',b'L'
b'8',b'NUWAKOT',b'TRISHULI',b'2023-02-01',b'10:00:00',b'0.0',b'26.3',b'',b'',b'42',b'',b'121',b'5',b'',b'',b'',b'',b'945.3',b'1006.6',b'07.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.7',b'L'
b'9',b'NUWAKOT',b'TRISHULI',b'2023-02-01',b'11:00:00',b'0.0',b'25.3',b'',b'',b'42',b'',b'121',b'3',b'',b'',b'',b'',b'945.3',b'1006.8',b'08.52',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.1',b'L'
b'10',b'NUWAKOT',b'TRISHULI',b'2023-02-01',b'12:00:00',b'0.0',b'20.3',b'',b'',b'50',b'',b'309',b'3',b'',b'',b'',b'',b'946.0',b'1008.7',b'09.07',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.2',b'L'
b'11',b'NUWAKOT',b'TRISHULI',b'2023-02-01',b'13:00:00',b'0.0',b'17.0',b'',b'',b'58',b'',b'289',b'2',b'',b'',b'',b'',b'947.2',b'1010.7',b'09.07',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.9',b'L'
b'12',b'NUWAKOT',b'TRISHULI',b'2023-02-01',b'14:00:00',b'0.0',b'15.1',b'',b'',b'65',b'',b'243',b'3',b'',b'',b'',b'',b'948.2',b'1012.2',b'09.07',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.9',b'L'
b'13',b'NUWAKOT',b'TRISHULI',b'2023-02-02',b'04:00:00',b'0.0',b'13.2',b'',b'',b'94',b'',b'133',b'2',b'',b'',b'',b'',b'953.2',b'1017.9',b'01.33',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.9',b'L'
b'14',b'NUWAKOT',b'TRISHULI',b'2023-02-02',b'05:00:00',b'0.0',b'16.4',b'',b'',b'94',b'',b'145',b'2',b'',b'',b'',b'',b'952.6',b'1016.6',b'02.33',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.2',b'L'
b'15',b'NUWAKOT',b'TRISHULI',b'2023-02-02',b'06:00:00',b'0.0',b'19.4',b'',b'',b'91',b'',b'153',b'2',b'',b'',b'',b'',b'951.2',b'1014.4',b'03.33',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.4',b'L'
b'16',b'NUWAKOT',b'TRISHULI',b'2023-02-02',b'07:00:00',b'0.0',b'22.3',b'',b'',b'76',b'',b'200',b'3',b'',b'',b'',b'',b'949.7',b'1012.2',b'04.33',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.5',b'L'
b'17',b'NUWAKOT',b'TRISHULI',b'2023-02-02',b'08:00:00',b'0.0',b'24.4',b'',b'',b'56',b'',b'172',b'3',b'',b'',b'',b'',b'948.3',b'1010.2',b'05.33',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.3',b'L'
b'18',b'NUWAKOT',b'TRISHULI',b'2023-02-02',b'09:00:00',b'0.0',b'25.7',b'',b'',b'47',b'',b'121',b'4',b'',b'',b'',b'',b'947.5',b'1009.1',b'06.33',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'19',b'NUWAKOT',b'TRISHULI',b'2023-02-02',b'10:00:00',b'0.0',b'25.9',b'',b'',b'43',b'',b'086',b'5',b'',b'',b'',b'',b'947.1',b'1008.6',b'07.33',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.7',b'L'
b'20',b'NUWAKOT',b'TRISHULI',b'2023-02-02',b'11:00:00',b'0.0',b'24.9',b'',b'',b'43',b'',b'137',b'4',b'',b'',b'',b'',b'947.2',b'1008.9',b'08.33',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.1',b'L'
b'21',b'NUWAKOT',b'TRISHULI',b'2023-02-02',b'12:00:00',b'0.0',b'20.4',b'',b'',b'52',b'',b'030',b'4',b'',b'',b'',b'',b'947.8',b'1010.5',b'08.44',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.2',b'L'
b'22',b'NUWAKOT',b'TRISHULI',b'2023-02-02',b'13:00:00',b'0.0',b'17.1',b'',b'',b'62',b'',b'276',b'2',b'',b'',b'',b'',b'949.1',b'1012.7',b'08.44',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.9',b'L'
b'23',b'NUWAKOT',b'TRISHULI',b'2023-02-03',b'04:00:00',b'0.0',b'14.4',b'',b'',b'94',b'',b'142',b'2',b'',b'',b'',b'',b'954.2',b'1018.7',b'01.47',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.8',b'L'
b'24',b'NUWAKOT',b'TRISHULI',b'2023-02-03',b'05:00:00',b'0.0',b'17.0',b'',b'',b'94',b'',b'146',b'3',b'',b'',b'',b'',b'953.6',b'1017.5',b'02.47',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.2',b'L'
b'25',b'NUWAKOT',b'TRISHULI',b'2023-02-03',b'06:00:00',b'0.0',b'20.1',b'',b'',b'91',b'',b'131',b'3',b'',b'',b'',b'',b'951.8',b'1014.9',b'03.47',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.5',b'L'
b'26',b'NUWAKOT',b'TRISHULI',b'2023-02-03',b'07:00:00',b'0.0',b'22.3',b'',b'',b'76',b'',b'137',b'3',b'',b'',b'',b'',b'950.0',b'1012.5',b'04.47',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.4',b'L'
b'27',b'NUWAKOT',b'TRISHULI',b'2023-02-03',b'08:00:00',b'0.0',b'24.7',b'',b'',b'56',b'',b'169',b'3',b'',b'',b'',b'',b'948.3',b'1010.1',b'05.47',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.3',b'L'
b'28',b'NUWAKOT',b'TRISHULI',b'2023-02-03',b'09:00:00',b'0.0',b'25.3',b'',b'',b'47',b'',b'147',b'4',b'',b'',b'',b'',b'946.9',b'1008.5',b'06.47',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.1',b'L'
b'29',b'NUWAKOT',b'TRISHULI',b'2023-02-03',b'10:00:00',b'0.0',b'25.7',b'',b'',b'45',b'',b'110',b'3',b'',b'',b'',b'',b'946.1',b'1007.6',b'07.47',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.6',b'L'
b'30',b'NUWAKOT',b'TRISHULI',b'2023-02-03',b'11:00:00',b'0.0',b'24.1',b'',b'',b'45',b'',b'131',b'3',b'',b'',b'',b'',b'946.2',b'1008.0',b'08.47',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.0',b'L'
b'31',b'NUWAKOT',b'TRISHULI',b'2023-02-03',b'12:00:00',b'0.0',b'21.1',b'',b'',b'50',b'',b'305',b'2',b'',b'',b'',b'',b'946.7',b'1009.2',b'08.59',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.1',b'L'
b'32',b'NUWAKOT',b'TRISHULI',b'2023-02-03',b'13:00:00',b'0.0',b'17.4',b'',b'',b'60',b'',b'252',b'2',b'',b'',b'',b'',b'947.7',b'1011.1',b'08.59',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.9',b'L'
b'33',b'NUWAKOT',b'TRISHULI',b'2023-02-03',b'14:00:00',b'0.0',b'15.9',b'',b'',b'66',b'',b'251',b'1',b'',b'',b'',b'',b'948.7',b'1012.5',b'08.59',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.9',b'L'
b'34',b'NUWAKOT',b'TRISHULI',b'2023-02-04',b'03:00:00',b'0.0',b'11.7',b'',b'',b'93',b'',b'111',b'1',b'',b'',b'',b'',b'951.3',b'1016.3',b'00.45',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.7',b'L'
b'35',b'NUWAKOT',b'TRISHULI',b'2023-02-04',b'04:00:00',b'0.0',b'14.2',b'',b'',b'94',b'',b'129',b'1',b'',b'',b'',b'',b'951.2',b'1015.6',b'01.45',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.7',b'L'
b'36',b'NUWAKOT',b'TRISHULI',b'2023-02-04',b'05:00:00',b'0.0',b'16.8',b'',b'',b'94',b'',b'163',b'2',b'',b'',b'',b'',b'950.5',b'1014.2',b'02.45',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.2',b'L'
b'37',b'NUWAKOT',b'TRISHULI',b'2023-02-04',b'06:00:00',b'0.0',b'19.9',b'',b'',b'90',b'',b'142',b'2',b'',b'',b'',b'',b'949.1',b'1012.0',b'03.45',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.4',b'L'
b'38',b'NUWAKOT',b'TRISHULI',b'2023-02-04',b'07:00:00',b'0.0',b'22.2',b'',b'',b'77',b'',b'162',b'4',b'',b'',b'',b'',b'947.6',b'1009.9',b'04.45',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.3',b'L'
b'39',b'NUWAKOT',b'TRISHULI',b'2023-02-04',b'08:00:00',b'0.0',b'24.2',b'',b'',b'60',b'',b'167',b'4',b'',b'',b'',b'',b'945.9',b'1007.7',b'05.45',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.2',b'L'
b'40',b'NUWAKOT',b'TRISHULI',b'2023-02-04',b'09:00:00',b'0.0',b'25.4',b'',b'',b'52',b'',b'117',b'4',b'',b'',b'',b'',b'944.9',b'1006.4',b'06.45',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.9',b'L'
b'41',b'NUWAKOT',b'TRISHULI',b'2023-02-04',b'10:00:00',b'0.0',b'25.3',b'',b'',b'47',b'',b'105',b'5',b'',b'',b'',b'',b'944.3',b'1005.8',b'07.45',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.5',b'L'
b'42',b'NUWAKOT',b'TRISHULI',b'2023-02-04',b'11:00:00',b'0.0',b'24.0',b'',b'',b'46',b'',b'120',b'7',b'',b'',b'',b'',b'944.2',b'1005.9',b'08.45',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.0',b'L'
b'43',b'NUWAKOT',b'TRISHULI',b'2023-02-04',b'12:00:00',b'0.0',b'21.3',b'',b'',b'50',b'',b'203',b'2',b'',b'',b'',b'',b'944.9',b'1007.3',b'09.05',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.1',b'L'
b'44',b'NUWAKOT',b'TRISHULI',b'2023-02-04',b'13:00:00',b'0.0',b'18.0',b'',b'',b'60',b'',b'301',b'5',b'',b'',b'',b'',b'946.0',b'1009.2',b'09.05',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.0',b'L'
b'45',b'NUWAKOT',b'TRISHULI',b'2023-02-04',b'14:00:00',b'0.0',b'16.3',b'',b'',b'67',b'',b'177',b'2',b'',b'',b'',b'',b'946.9',b'1010.5',b'09.05',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'11.9',b'L'
b'46',b'NUWAKOT',b'TRISHULI',b'2023-02-05',b'03:00:00',b'0.0',b'12.3',b'',b'',b'93',b'',b'053',b'1',b'',b'',b'',b'',b'950.5',b'1015.3',b'00.13',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'12.0',b'L'
b'47',b'NUWAKOT',b'TRISHULI',b'2023-02-05',b'04:00:00',b'0.0',b'15.1',b'',b'',b'94',b'',b'086',b'1',b'',b'',b'',b'',b'950.3',b'1014.4',b'01.13',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'13.3',b'L'
b'48',b'NUWAKOT',b'TRISHULI',b'2023-02-05',b'05:00:00',b'0.0',b'17.4',b'',b'',b'94',b'',b'160',b'2',b'',b'',b'',b'',b'949.4',b'1012.9',b'02.13',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'14.2',b'L'
